from_concept,to_concept,weight
Aside,Management,1
Aside,Operations research,1
Aside,Paleontology,1
Aside,Political science,1
Aside,Pure mathematics,1
Aside,Scientific literature,1
Aside,Scopus,1
Aside,Selection (genetic algorithm),1
Aside,Web of science,1
Biology,Digital Transformation in Industry,1
Biology,Economic and Technological Systems Analysis,1
Biology,Human resource management,1
Biology,Human resources,1
Biology,Literature,1
Biology,Scientific literature,1
Biology,Scopus,1
Biology,Selection (genetic algorithm),1
Biology,Web of science,1
Computer science,Economic and Technological Systems Analysis,1
Computer science,Human resource management,1
Computer science,Human resources,2
Computer science,Scientific literature,1
Computer science,Selection (genetic algorithm),1
Computer science,Web of science,1
Data science,Economic and Technological Systems Analysis,1
Data science,Economics,9
Data science,Human resource management,1
Data science,Human resources,1
Data science,Management,2
Data science,Scientific literature,1
Data science,Selection (genetic algorithm),1
Data science,Web of science,1
Digital Transformation in Industry,Economic and Technological Systems Analysis,1
Digital Transformation in Industry,Economics,2
Digital Transformation in Industry,Human resource management,1
Digital Transformation in Industry,Human resources,1
Digital Transformation in Industry,Knowledge management,3
Digital Transformation in Industry,Law,2
Digital Transformation in Industry,Literature,1
Digital Transformation in Industry,MEDLINE,1
Digital Transformation in Industry,Management,1
Digital Transformation in Industry,Paleontology,1
Digital Transformation in Industry,Political science,2
Digital Transformation in Industry,Scientific literature,1
Digital Transformation in Industry,Scopus,1
Digital Transformation in Industry,Selection (genetic algorithm),1
Digital Transformation in Industry,Web of science,1
Economic and Technological Systems Analysis,Economics,1
Economic and Technological Systems Analysis,Engineering,1
Economic and Technological Systems Analysis,Field (mathematics),1
Economic and Technological Systems Analysis,Human resource management,1
Economic and Technological Systems Analysis,Human resources,1
Economic and Technological Systems Analysis,Knowledge management,1
Economic and Technological Systems Analysis,Law,1
Economic and Technological Systems Analysis,Literature,1
Economic and Technological Systems Analysis,MEDLINE,1
Economic and Technological Systems Analysis,Management,1
Economic and Technological Systems Analysis,Mathematics,1
Economic and Technological Systems Analysis,Operations research,1
Economic and Technological Systems Analysis,Paleontology,1
Economic and Technological Systems Analysis,Political science,1
Economic and Technological Systems Analysis,Pure mathematics,1
Economic and Technological Systems Analysis,Scientific literature,1
Economic and Technological Systems Analysis,Scopus,1
Economic and Technological Systems Analysis,Selection (genetic algorithm),1
Economic and Technological Systems Analysis,Web of science,1
Economics,Human resource management,1
Economics,Human resources,2
Economics,Literature,1
Economics,MEDLINE,1
Economics,Operations research,1
Economics,Scientific literature,1
Economics,Scopus,1
Economics,Selection (genetic algorithm),1
Economics,Web of science,1
Engineering,Human resource management,1
Engineering,Human resources,2
Engineering,Literature,1
Engineering,Scientific literature,1
Engineering,Scopus,1
Engineering,Selection (genetic algorithm),1
Engineering,Web of science,1
Field (mathematics),Human resource management,1
Field (mathematics),Human resources,1
Field (mathematics),Management,2
Field (mathematics),Scientific literature,1
Field (mathematics),Scopus,1
Field (mathematics),Selection (genetic algorithm),1
Field (mathematics),Web of science,1
Human resource management,Human resources,1
Human resource management,Knowledge management,1
Human resource management,Law,1
Human resource management,Literature,1
Human resource management,MEDLINE,1
Human resource management,Management,1
Human resource management,Mathematics,1
Human resource management,Operations research,1
Human resource management,Paleontology,1
Human resource management,Political science,1
Human resource management,Pure mathematics,1
Human resource management,Scientific literature,1
Human resource management,Scopus,1
Human resource management,Selection (genetic algorithm),1
Human resource management,Web of science,1
Human resources,Knowledge management,2
Human resources,Law,1
Human resources,Literature,1
Human resources,MEDLINE,1
Human resources,Management,2
Human resources,Mathematics,1
Human resources,Operations research,1
Human resources,Paleontology,1
Human resources,Political science,1
Human resources,Pure mathematics,1
Human resources,Scientific literature,1
Human resources,Scopus,1
Human resources,Selection (genetic algorithm),1
Human resources,Web of science,1
Knowledge management,Operations research,1
Knowledge management,Scientific literature,1
Knowledge management,Selection (genetic algorithm),1
Knowledge management,Web of science,1
Law,Management,2
Law,Scientific literature,1
Law,Selection (genetic algorithm),1
Law,Web of science,1
Literature,MEDLINE,1
Literature,Management,1
Literature,Operations research,1
Literature,Paleontology,1
Literature,Scientific literature,1
Literature,Scopus,1
Literature,Selection (genetic algorithm),1
Literature,Web of science,1
MEDLINE,Management,1
MEDLINE,Operations research,1
MEDLINE,Paleontology,1
MEDLINE,Scientific literature,1
MEDLINE,Selection (genetic algorithm),1
MEDLINE,Web of science,1
Management,Mathematics,3
Management,Operations research,1
Management,Paleontology,1
Management,Political science,2
Management,Pure mathematics,2
Management,Scientific literature,1
Management,Scopus,1
Management,Selection (genetic algorithm),1
Management,Web of science,1
Mathematics,Scientific literature,1
Mathematics,Scopus,1
Mathematics,Selection (genetic algorithm),1
Mathematics,Web of science,1
Operations research,Scientific literature,1
Operations research,Scopus,1
Operations research,Selection (genetic algorithm),1
Operations research,Web of science,1
Paleontology,Scientific literature,1
Paleontology,Scopus,1
Paleontology,Selection (genetic algorithm),1
Paleontology,Web of science,1
Political science,Scientific literature,1
Political science,Selection (genetic algorithm),1
Political science,Web of science,1
Pure mathematics,Scientific literature,1
Pure mathematics,Scopus,1
Pure mathematics,Selection (genetic algorithm),1
Pure mathematics,Web of science,1
Scientific literature,Scopus,1
Scientific literature,Selection (genetic algorithm),1
Scientific literature,Web of science,1
Scopus,Selection (genetic algorithm),1
Scopus,Web of science,1
Selection (genetic algorithm),Web of science,1
Computer science,Ethical issues,1
Computer science,Ethics in Business and Education,1
Empirical research,Engineering,2
Empirical research,Engineering ethics,1
Empirical research,Ethical issues,1
Empirical research,Ethics and Social Impacts of AI,1
Empirical research,Ethics in Business and Education,1
Empirical research,Knowledge management,2
Empirical research,Management science,1
Empirical research,Operating system,1
Empirical research,Psychology of Moral and Emotional Judgment,1
Empirical research,Set (abstract data type),1
Empirical research,Software deployment,1
Engineering,Ethical issues,1
Engineering,Ethics in Business and Education,1
Engineering,Set (abstract data type),1
Engineering ethics,Ethical issues,1
Engineering ethics,Ethics in Business and Education,1
Engineering ethics,Programming language,1
Engineering ethics,Set (abstract data type),1
Engineering ethics,Software deployment,1
Epistemology,Ethical issues,1
Epistemology,Ethics in Business and Education,1
Epistemology,Operating system,2
Epistemology,Set (abstract data type),2
Ethical issues,Ethics and Social Impacts of AI,1
Ethical issues,Ethics in Business and Education,1
Ethical issues,Knowledge management,1
Ethical issues,Management science,1
Ethical issues,Operating system,1
Ethical issues,Philosophy,1
Ethical issues,Political science,1
Ethical issues,Programming language,1
Ethical issues,Psychology of Moral and Emotional Judgment,1
Ethical issues,Set (abstract data type),1
Ethical issues,Sociology,1
Ethical issues,Software deployment,1
Ethics and Social Impacts of AI,Ethics in Business and Education,1
Ethics and Social Impacts of AI,Set (abstract data type),1
Ethics in Business and Education,Knowledge management,1
Ethics in Business and Education,Management science,1
Ethics in Business and Education,Operating system,1
Ethics in Business and Education,Philosophy,1
Ethics in Business and Education,Political science,1
Ethics in Business and Education,Programming language,1
Ethics in Business and Education,Psychology of Moral and Emotional Judgment,1
Ethics in Business and Education,Set (abstract data type),1
Ethics in Business and Education,Sociology,1
Ethics in Business and Education,Software deployment,1
Knowledge management,Programming language,2
Knowledge management,Set (abstract data type),1
Management science,Operating system,2
Management science,Programming language,1
Management science,Set (abstract data type),1
Operating system,Philosophy,2
Operating system,Psychology of Moral and Emotional Judgment,1
Operating system,Set (abstract data type),1
Operating system,Software deployment,2
Philosophy,Set (abstract data type),2
Political science,Set (abstract data type),1
Programming language,Psychology of Moral and Emotional Judgment,1
Programming language,Software deployment,1
Psychology of Moral and Emotional Judgment,Set (abstract data type),1
Set (abstract data type),Sociology,1
Set (abstract data type),Software deployment,1
Sociology,Software deployment,1
Adversarial Robustness in Machine Learning,Discipline,1
Adversarial Robustness in Machine Learning,Interpretability,2
Adversarial Robustness in Machine Learning,Legal aspects of computing,1
Adversarial Robustness in Machine Learning,The Internet,1
Adversarial Robustness in Machine Learning,World Wide Web,1
Artificial Intelligence in Healthcare and Education,Black box,1
Artificial Intelligence in Healthcare and Education,Discipline,1
Artificial Intelligence in Healthcare and Education,Interpretability,1
Artificial Intelligence in Healthcare and Education,Legal aspects of computing,1
Artificial intelligence,Discipline,1
Artificial intelligence,Legal aspects of computing,2
Biology,Discipline,1
Biology,Legal aspects of computing,1
Biology,The Internet,1
Biology,World Wide Web,1
Black box,Context (archaeology),1
Black box,Deep learning,1
Black box,Discipline,1
Black box,Interpretability,1
Black box,Law,1
Black box,Legal aspects of computing,1
Black box,Paleontology,1
Black box,Political science,1
Black box,The Internet,1
Black box,World Wide Web,1
Computer science,Discipline,1
Context (archaeology),Deep learning,1
Context (archaeology),Discipline,1
Context (archaeology),Interpretability,1
Context (archaeology),Legal aspects of computing,1
Context (archaeology),The Internet,1
Context (archaeology),World Wide Web,1
Deep learning,Discipline,1
Deep learning,Legal aspects of computing,1
Deep learning,Paleontology,3
Deep learning,The Internet,3
Discipline,Explainable Artificial Intelligence (XAI),1
Discipline,Interpretability,1
Discipline,Law,1
Discipline,Legal aspects of computing,1
Discipline,Machine learning,1
Discipline,Paleontology,1
Discipline,Political science,1
Discipline,The Internet,1
Discipline,World Wide Web,1
Explainable Artificial Intelligence (XAI),Legal aspects of computing,1
Explainable Artificial Intelligence (XAI),The Internet,1
Explainable Artificial Intelligence (XAI),World Wide Web,1
Interpretability,Legal aspects of computing,1
Interpretability,Paleontology,1
Interpretability,The Internet,1
Interpretability,World Wide Web,1
Legal aspects of computing,Machine learning,1
Legal aspects of computing,Paleontology,1
Machine learning,The Internet,3
Paleontology,The Internet,1
Paleontology,World Wide Web,1
Artificial intelligence,Curse of dimensionality,1
Artificial intelligence,Evolutionary Game Theory and Cooperation,1
Artificial intelligence,Experimental Behavioral Economics Studies,1
Artificial intelligence,Intelligent agent,1
Artificial intelligence,Multi-agent system,1
Computer science,Curse of dimensionality,1
